state,primary_fuel,capacity_mw,generation_gwh,capacity_factor
Alaska,Oil,16.5,22.0178685714286,0.152330625234735
Alaska,Hydro,3.9,13.5794285714286,0.397477712546206
Alaska,Oil,17.5,18.3867042857143,0.119939362594353
Alaska,Oil,9.2,9.224,0.114453047448878
Alaska,Oil,8.6,2.62242857142857,0.034809766531653
Alaska,Oil,1.8,2.1406,0.135755961440893
Alaska,Oil,3.2,4.58242857142857,0.163471338878017
Alaska,Oil,2.2,3.01285714285714,0.156333392634763
Alaska,Oil,1.2,1.572,0.149543378995434
Alaska,Oil,2.3,2.75257142857143,0.136617601179841
Alaska,Oil,1.5,1.91342857142857,0.1456186127419
Alaska,Oil,6.5,3.02142857142857,0.053063374981183
Alaska,Oil,1.7,2.69414285714286,0.180912090863743
Alaska,Oil,1.5,1.62528571428571,0.123689932594042
Alaska,Oil,2.8,2.99485714285714,0.122099524741403
Alaska,Oil,2.2,2.22871428571429,0.115645199549309
Alaska,Gas,346.9,653.317283571429,0.214988753477121
Alaska,Oil,12.6,41.6204285714286,0.377078609221466
Alaska,Hydro,5.4,40.6788571428571,0.859945398758184
Alaska,Hydro,2.1,11.3464285714286,0.616787811014817
Alaska,Oil,3.8,5.61528571428571,0.168687987091015
Alaska,Hydro,2.4,1.13557142857143,0.05401310067406
Alaska,Oil,25.6,-0.086857142857143,-0.00038731245923
Alaska,Hydro,1.2,3.26628571428571,0.310719721678626
Alaska,Oil,3.3,2.25085714285714,0.077862776492914
Alaska,Hydro,1.3,5.05428571428571,0.443825580811882
Alaska,Oil,1.1,1.13042857142857,0.117313052244559
Alaska,Gas,20.3,49.3068571428571,0.277272741878991
Alaska,Oil,2.8,2.43128571428571,0.099122868325412
Alaska,Oil,1.7,2.47433333333333,0.166151848867401
Alaska,Oil,1.7,3.37128571428571,0.22638233375542
Alaska,Oil,36.2,-0.023857142857143,-7.5232545148537E-05
Alaska,Hydro,126,415.453285714286,0.3763982076849
Alaska,Oil,1,0.052428571428572,0.005984996738421
Alaska,Oil,3.9,5.59971428571429,0.163906869386321
Alaska,Oil,1.5,1.67528571428571,0.127495107632094
Alaska,Oil,2,4.11257142857143,0.234735812133072
Alaska,Oil,3.1,2.343,0.086279275298277
Alaska,Oil,3.2,3.06671428571429,0.109400481082844
Alaska,Oil,2.6,4.51142857142857,0.198078177530232
Alaska,Oil,4.4,6.569,0.170428601079286
Alaska,Oil,3.1,6.04385714285714,0.222560654840814
Alaska,Oil,2.4,3.641,0.17318302891933
Alaska,Oil,2.7,3.87914285714286,0.164009084100408
Alaska,Oil,3,6.72957142857143,0.256071972167862
Alaska,Oil,2.6,4.12857285714286,0.181268565908977
Alaska,Oil,21.9,49.1005942857143,0.255940213328091
Alaska,Oil,1.1,0.380517142857143,0.039489118187748
Alaska,Oil,10,0,0
Alaska,Hydro,4,15.6072857142857,0.445413405088063
Alaska,Hydro,4.5,20.1302857142857,0.510661738058998
Alaska,Oil,5.3,2.54614285714286,0.054840674962153
Alaska,Hydro,6,16.2277142857143,0.308746466623179
Alaska,Coal,20,99.7819362857143,0.569531599804305
Alaska,Coal,31,68.7782234285714,0.253270818340593
Alaska,Coal,22.6,10.8400657142857,0.054754443540054
Alaska,Gas,8.6,37.67036,0.500031326324732
Alaska,Oil,6.6,17.1408571428571,0.296472553321868
Alaska,Oil,17.5,30.79,0.200848010437051
Alaska,Gas,12.5,0,0
Alaska,Oil,7.4,0.09408,0.001451314328027
Alaska,Gas,80.8,360.762551428571,0.509689847287077
Alaska,Oil,1.3,1.23957142857143,0.108848913643434
Alaska,Oil,1,-0.007714285714286,-0.000880626223092
Alaska,Hydro,2,5.312,0.303196347031963
Alaska,Oil,23.1,-0.074571428571429,-0.000368516024093
Alaska,Hydro,3,9.00328571428572,0.342590780604479
Alaska,Gas,203.9,867.557,0.485709598894614
Alaska,Oil,1.3,0.780428571428572,0.068530784284209
Alaska,Oil,1.7,0.856571428571429,0.057518897970147
Alaska,Oil,1.1,0.587,0.060917393109174
Alaska,Oil,2,0.916142857142857,0.052291258969341
Alaska,Oil,1.3,0.709428571428571,0.062296151337247
Alaska,Oil,1.2,0.758857142857143,0.072189606436182
Alaska,Oil,1.3,0.750714285714286,0.065921521400974
Alaska,Oil,1.1,0.542285714285714,0.056277056277056
Alaska,Oil,1.1,0.522714285714286,0.054245982328174
Alaska,Oil,1.6,0.709142857142857,0.050595238095238
Alaska,Oil,1.2,0.699142857142857,0.066509023700805
Alaska,Oil,1.4,0.835857142857143,0.068155344329513
Alaska,Oil,1.1,0.585,0.060709838107098
Alaska,Oil,2,1.13485714285714,0.064774951076321
Alaska,Oil,2.1,1.25242857142857,0.068081570527755
Alaska,Hydro,14.3,80.7334285714286,0.644485651334966
Alaska,Wind,9,26.254,0.333003551496702
Alaska,Gas,50,35.9335,0.0820399543379
Alaska,Storage,40,-2.70275,-0.007713327625571
Alaska,Wind,24.6,68.0788571428571,0.315917033925721
Alaska,Gas,7.8,2.76357142857143,0.040445665445666
Alaska,Gas,25.7,65.9941428571429,0.293135328861036
Alaska,Waste,11.5,45.4672857142857,0.451332992994696
Alaska,Storage,3,-0.12,-0.004566210045662
Alaska,Wind,18,49.5637142857143,0.314331013988548
Alaska,Wind,1.9,3.66014285714286,0.219907645826896
Alaska,Hydro,4.8,8.528,0.202815829528158
Alaska,Hydro,6.5,15.70075,0.27574200913242
Alaska,Gas,171,144.763,0.096640097198857
Alaska,Oil,41.7,0.1675,0.000458537279765
Alaska,Oil,1.1,1.261,0.130863428808634
Alaska,Oil,1.1,1.4554,0.151037775010378
Alaska,Oil,1.4,1.5932,0.129908675799087
Alaska,Oil,8.4,0.0072,9.78473581213307E-05
Alaska,Oil,1,1.147,0.130936073059361
Alaska,Storage,2,-0.17925,-0.010231164383562
Alaska,Hydro,22.6,100.4145,0.507205418838647
Alaska,Oil,2.5,1.10333333333333,0.050380517503805
Alaska,Oil,1.2,1.35366666666667,0.128773465246068
Alaska,Storage,1,0,0
Arizona,Hydro,1.4,0.067857142857143,0.005533035131861
Arizona,Coal,839.9,1341.33928614286,0.182308516580151
Arizona,Oil,26.1,0.203571428571429,0.000890373469495
Arizona,Gas,915.7,178.026285714286,0.022193551769698
Arizona,Gas,1207.4,2338.08585714286,0.221057460835394
Arizona,Gas,184.5,16.9418571428571,0.010482395430608
Arizona,Gas,425,362.516143142857,0.097372050266682
Arizona,Gas,85,7.62114285714286,0.010235217374621
Arizona,Gas,434.9,330.995754285714,0.086881819860366
Arizona,Gas,613.5,122.921999714286,0.022872358187785
Arizona,Hydro,3,0.221,0.008409436834094
Arizona,Hydro,129.5,36.5997142857143,0.032262931088763
Arizona,Gas,573.7,947.282142857143,0.188490902771074
Arizona,Hydro,63.5,14.0722857142857,0.02529803637559
Arizona,Hydro,36,48.4307142857143,0.153572787562514
Arizona,Hydro,13,15.6574285714286,0.137490591600181
Arizona,Hydro,254.8,1107.69171428571,0.49626697736147
Arizona,Hydro,1312,3761.82728571429,0.327311233652332
Arizona,Gas,660.7,898.427413714286,0.15522961562738
Arizona,Hydro,120,437.077142857143,0.415788758425745
Arizona,Nuclear,4209.6,32001.8334285714,0.867820536874929
Arizona,Gas,107.8,1.78228571428571,0.001887358750652
Arizona,Coal,821.8,4376.492445,0.607933310024437
Arizona,Gas,108,7.68442857142857,0.008122387717137
Arizona,Hydro,40,3.78628571428571,0.010805609915199
Arizona,Hydro,19.5,74.4438571428571,0.435802933748139
Arizona,Gas,1326,3677.72857142857,0.316615406260853
Arizona,Coal,1779.2,9678.60626328572,0.620989056140728
Arizona,Gas,3.1,0.05408,0.001991456768302
Arizona,Gas,62.6,8.51714285714286,0.015531574790186
Arizona,Gas,655,2241.50547428571,0.390655908934734
Arizona,Gas,646.1,1578.72885714286,0.278935442147592
Arizona,Gas,708,1005.64428571429,0.16214629377794
Arizona,Gas,713,1893.79314285714,0.303206776764386
Arizona,Gas,619,2312.298,0.426431274481599
Arizona,Gas,1325.1,1391.44885714286,0.119871099341762
Arizona,Gas,1140.3,4254.39557142857,0.42590686215201
Arizona,Gas,691.6,3341.081,0.551477646962506
Arizona,Gas,605,217.717,0.041080229442621
Arizona,Solar,3,4.95885714285714,0.188693194172646
Arizona,Gas,9,54.0009728571429,0.684943846488367
Arizona,Waste,3,0,0
Arizona,Gas,121,63.1888571428572,0.059614378979261
Arizona,Waste,27.2,163.617142,0.686682203532098
Arizona,Solar,280,620.992714285714,0.253177068772714
Arizona,Oil,3,-0.005714285714286,-0.000217438573603
Arizona,Gas,726,220.443217142857,0.034662191205778
Arizona,Wind,63,113.535,0.205724070450098
Arizona,Solar,20,52.366,0.298892694063927
Arizona,Solar,15,30.813,0.234497716894977
Arizona,Solar,347.7,724.029142857143,0.237709889665402
Arizona,Wind,65.1,117.079857142857,0.205303847861136
Arizona,Solar,1.2,2.54885714285714,0.242471189388998
Arizona,Waste,3.2,22.612,0.806649543378995
Arizona,Solar,1.1,1.747,0.181299294312993
Arizona,Solar,1,2.00157142857143,0.228489889106327
Arizona,Solar,19,45.703,0.274591444364335
Arizona,Solar,17,39.6511428571429,0.266258010053336
Arizona,Solar,17.6,39.1085714285714,0.253661863250904
Arizona,Solar,22,39.9307142857143,0.207195487161241
Arizona,Solar,26.5,71.0662857142857,0.30613546012874
Arizona,Solar,3.5,5.28885714285714,0.1725002329699
Arizona,Solar,129,331.815285714286,0.293631451731165
Arizona,Solar,170,409.108714285714,0.27471710602049
Arizona,Solar,4.7,9.00285714285714,0.218664557049867
Arizona,Wind,10.5,7.31657142857143,0.079545242754636
Arizona,Solar,16.6,34.2645714285714,0.235631370884713
Arizona,Solar,4.5,9.42928571428571,0.239200550844386
Arizona,Waste,2.8,16.0831428571429,0.655705432858075
Arizona,Solar,19,50.938,0.306044220139389
Arizona,Solar,1.9,1.19116666666667,0.071567331570937
Arizona,Solar,2,2.89900285714286,0.165468199608611
Arizona,Solar,35,90.516,0.295225048923679
Arizona,Solar,3.3,7.20342857142857,0.249184605348989
Arizona,Solar,9,21.4917142857143,0.272599115749801
Arizona,Solar,10.8,24.0332857142857,0.254030163562127
Arizona,Wind,99.2,214.397,0.24671918728826
Arizona,Solar,4.5,8.46928571428571,0.214847430600855
Arizona,Gas,17.1,47.2907857142857,0.315701258473429
Arizona,Solar,15,38.3306666666667,0.291709791983765
Arizona,Solar,14.8,34.9278571428571,0.2694052908094
Arizona,Solar,1.1,2.18971428571429,0.227243076558145
Arizona,Solar,1.3,2.584,0.226905514576747
Arizona,Solar,14,34.1654285714286,0.278583077066443
Arizona,Solar,20,53.8112857142857,0.307142041748206
Arizona,Solar,15,36.9991428571429,0.281576429658621
Arizona,Solar,1.6,3.236,0.23087899543379
Arizona,Solar,1.8,3.03028571428571,0.192179459302747
Arizona,Solar,6.5,14.138,0.248296452406041
Arizona,Solar,2.5,4.004,0.182831050228311
Arizona,Gas,691.6,2034.42442857143,0.335801375899481
Arizona,Solar,3,4.37066142857143,0.166311317677756
Arizona,Solar,1.1,1.975,0.204960564549606
Arizona,Solar,1.6,6.34085714285714,0.452401337247228
Arizona,Solar,1,1.6036,0.183059360730594
Arizona,Solar,81,190.1166,0.26793590394047
Arizona,Solar,5,9.53785714285714,0.217759295499022
Arizona,Solar,17.7,28.4551666666667,0.183520152378987
Arizona,Solar,32,93.7833333333333,0.334558124048706
Arizona,Solar,6,10.6988333333333,0.20355466768138
Arizona,Solar,29,76.8562,0.302535821130531
Arizona,Gas,6,35.9754885714286,0.68446515546858
Arizona,Gas,619,1543.10785714286,0.284578134039815
Arizona,Solar,10,20.342,0.232214611872146
Arizona,Solar,10,24.654,0.281438356164384
Arizona,Solar,5,13.2355,0.302180365296804
Arizona,Solar,45,98.44,0.249720953830543
Arizona,Solar,12.6,21.9133333333333,0.198533497620256
Arizona,Gas,619,2057.6665,0.379472433074409
Arizona,Solar,4.4,22.1724,0.575249066002491
Arizona,Solar,16,42.0715,0.300167665525114
Arizona,Solar,1.8,1.24066666666667,0.078682563842381
Arizona,Solar,30,68.62675,0.261136796042618
Arizona,Solar,100,211.3055,0.241216324200913
Arizona,Solar,150,338.2715,0.257436453576865
Arizona,Solar,20,40.9945,0.233986872146119
Arizona,Solar,50,105.51225,0.240895547945205
Arizona,Solar,40,116.969,0.333815639269406
Arizona,Solar,4.4,8.371,0.217180365296804
Arizona,Solar,1,1.7035,0.194463470319635
Arizona,Solar,1.5,2.10125,0.159912480974125
Arizona,Gas,619,1307.926,0.241206172866827
Arizona,Solar,4.2,2.842,0.077245053272451
Arizona,Solar,20,38.3173333333333,0.218706240487062
Arizona,Storage,12,2.89633333333333,0.027552638254693
Arizona,Solar,1.3,1.133,0.099490691956445
Arizona,Storage,10,-0.456666666666667,-0.005213089802131
Arizona,Solar,1.2,2.33433333333333,0.222063673262303
Arizona,Solar,55.3,68.2506666666667,0.140889186146686
Arizona,Solar,55,108.0095,0.224179119966791
Arizona,Solar,30,54.587165,0.207713717656012
Arizona,Storage,10,-1.56,-0.017808219178082
Arizona,Storage,2,0,0
Arizona,Solar,1.1,2.25,0.233499377334994
Arizona,Solar,2.4,8.071,0.383894596651446
Arizona,Solar,10,31.006,0.353949771689498
Arizona,Solar,32.5,0.735,0.002581664910432
Arizona,Solar,1.3,2.184,0.191780821917808
Arizona,Solar,10,29.723,0.339303652968037
Arkansas,Hydro,56,93.4348571428572,0.190465706830678
Arkansas,Gas,552.5,224.349285714286,0.046354115935099
Arkansas,Oil,1.6,0,0
Arkansas,Hydro,9,37.533,0.476065449010654
Arkansas,Hydro,112,153.087571428571,0.156033483598919
Arkansas,Hydro,68,85.36,0.143298415256514
Arkansas,Hydro,96,200.776428571429,0.238746704446619
Arkansas,Oil,7.2,0.002714285714286,4.30347176922519E-05
Arkansas,Hydro,25.5,41.8082857142857,0.187162170804395
Arkansas,Hydro,80.4,208.110857142857,0.295484417443117
Arkansas,Hydro,75,184.804142857143,0.28128484453142
Arkansas,Hydro,340,838.170428571429,0.281416340508806
Arkansas,Hydro,160.8,570.791571428572,0.405216761106405
Arkansas,Gas,185,47.3338571428571,0.029207612700763
Arkansas,Gas,120,16.2138571428571,0.015424141117634
Arkansas,Gas,136,92.4187141428571,0.077574128846744
Arkansas,Coal,1800,8001.66553371429,0.507462299195477
Arkansas,Coal,558,2794.92213228571,0.571783222100644
Arkansas,Hydro,100,121.260142857143,0.138424820613177
Arkansas,Coal,1800,8174.57250671429,0.518427987488222
Arkansas,Hydro,32.4,116.558,0.410669992671515
Arkansas,Hydro,32.4,139.614714285714,0.491905949763636
Arkansas,Hydro,45.4,109.190348571429,0.274551798753416
Arkansas,Hydro,102.6,313.290142857143,0.348574219668909
Arkansas,Gas,13.9,0.056571428571429,0.000464598966619
Arkansas,Gas,154.8,62.4538571428572,0.046055786478692
Arkansas,Gas,19.2,0.458,0.002723078386606
Arkansas,Nuclear,1845,13238.4537142857,0.819099733593552
Arkansas,Biomass,1.3,6.22202,0.546366350544433
Arkansas,Biomass,25,481.38783,2.19811794520548
Arkansas,Biomass,85,411.233571714286,0.55228790184567
Arkansas,Biomass,28,109.995142857143,0.448447255614575
Arkansas,Biomass,156.5,579.906192285714,0.42299895858733
Arkansas,Hydro,1.3,-0.614857142857143,-0.053991670430027
Arkansas,Gas,236,380.156428571429,0.183884968545115
Arkansas,Gas,599.5,363.957142857143,0.069303784900115
Arkansas,Gas,679.1,639.327422,0.107469566220132
Arkansas,Gas,2428,8833.01328571429,0.41529441926169
Arkansas,Gas,714.8,2610.39657142857,0.416886508380633
Arkansas,Gas,746,1273.01871428571,0.194801301658421
Arkansas,Biomass,18,29.1792857142857,0.185053816046967
Arkansas,Waste,2,3.77762285714286,0.215617742987606
Arkansas,Gas,349,66.7574285714286,0.021835848206693
Arkansas,Coal,720,4136.86369885714,0.655895436779735
Arkansas,Gas,66,7.08071428571429,0.012246980568898
Arkansas,Gas,224.3,38.4145714285714,0.019550713548478
Arkansas,Waste,4.8,30.815,0.732852929984779
Arkansas,Coal,609,3980.917562,0.746211238200208
Arkansas,Waste,4,32.327,0.922574200913242
Arkansas,Hydro,4.3,16.9231428571429,0.449271075107329
Arkansas,Hydro,3.5,14.6324,0.477247227658187
Arkansas,Hydro,4.3,14.9391428571429,0.396600373185273
Arkansas,Solar,12,20.9944,0.199718417047184
Arkansas,Gas,5.6,38.616,0.787181996086106
Arkansas,Solar,1,1.59375,0.181934931506849
Arkansas,Solar,81,162.6255,0.229192034500254
Arkansas,Solar,1,1.4985,0.171061643835616
Arkansas,Solar,5,10.329,0.235821917808219
Arkansas,Storage,11,3.055,0.03170402656704
Arkansas,Storage,11,3.159,0.032783312577833
Arkansas,Solar,2.2,0,0
California,Hydro,12.1,57.918,0.546416845918714
California,Hydro,10.1,0.317857142857143,0.003592580393069
California,Hydro,199.8,197.630428571429,0.112915671705626
California,Oil,142.4,3.25857142857143,0.002612240447972
California,Hydro,3.3,4.17571428571429,0.144448397873055
California,Hydro,1,3.58642857142857,0.409409654272668
California,Hydro,1,4.47,0.51027397260274
California,Hydro,1,3.32957142857143,0.380088062622309
California,Hydro,1.4,5.05771428571429,0.41240331749138
California,Hydro,31,96.1655714285714,0.354122740567725
California,Hydro,97.2,324.447571428571,0.381043148134726
California,Hydro,117.9,240.746857142857,0.233100236969316
California,Hydro,66,157.787428571429,0.272913083871988
California,Hydro,40,99.6571428571429,0.284409654272668
California,Hydro,73.8,136.44,0.211048000890968
California,Hydro,117.9,384.290142857143,0.372084289814082
California,Hydro,6.4,0,0
California,Hydro,7,22.3772857142857,0.364926381511509
California,Hydro,12.1,42.1902857142857,0.398036583590755
California,Hydro,1.4,5.07314285714286,0.41366135495294
California,Hydro,73.8,235.829142857143,0.364785027498024
California,Hydro,18.4,50.2187142857143,0.311561409852804
California,Hydro,5.5,17.5657142857143,0.364585186502995
California,Hydro,49.2,78.2557142857143,0.181571152795677
California,Hydro,53.1,236.332142857143,0.508070717903548
California,Hydro,22,77.2734285714286,0.400962165688193
California,Hydro,20,61.3324285714286,0.350070939334638
California,Hydro,102.5,315.699285714286,0.351597378009005
California,Hydro,135,352.743857142857,0.298278248894687
California,Hydro,13.6,31.9025714285714,0.267782798050727
California,Hydro,5.3,5.81257142857143,0.125195387020148
California,Hydro,10,26.9211428571429,0.307318982387476
California,Hydro,10,36.996,0.422328767123288
California,Gas,167,384.910572571429,0.263111156161259
California,Hydro,7.6,15.3658571428571,0.230801747519484
California,Hydro,168.6,564.029714285714,0.381891777494566
California,Hydro,22.6,23.2631666666667,0.117504983769076
California,Hydro,1.5,9.75271428571429,0.742215699065014
California,Hydro,48.6,102.616571428571,0.241033343265713
California,Hydro,2,3.64257142857143,0.207909328114808
California,Hydro,3.4,7.82514285714286,0.26272974943402
California,Gas,1398,3198.78298571429,0.261200196767911
California,Hydro,3.6,13.0625714285714,0.414211422773067
California,Hydro,10.2,41.9322857142857,0.469293196730747
California,Hydro,1.6,6.56185714285714,0.468169031311155
California,Hydro,69.2,217.280142857143,0.358434527108809
California,Hydro,80.1,267.453428571429,0.381163711700883
California,Hydro,103.4,357.239285714286,0.39439787599945
California,Hydro,141.6,531.442571428572,0.428438984525007
California,Hydro,79.2,284.825,0.41053370462617
California,Hydro,109.8,380.749857142857,0.39585241861797
California,Hydro,142.8,439.069142857143,0.350994735793861
California,Hydro,9.4,14.1258571428571,0.17154689039708
California,Hydro,126,372.893142857143,0.33783897120492
California,Hydro,2.8,1.99085714285714,0.081166713260647
California,Hydro,4,0.887857142857143,0.02533838878017
California,Hydro,42,144.933714285714,0.393927251265803
California,Hydro,6.7,24.6892857142857,0.420658449435796
California,Hydro,7,20.9722857142857,0.342013791818097
California,Hydro,3.7,5.16014285714286,0.159204703725252
California,Hydro,6.6,16.5267142857143,0.285850184822788
California,Hydro,6,28.6002857142857,0.54414546640574
California,Hydro,81.9,294.279714285714,0.410177957144689
California,Geothermal,1163,4604.31157142857,0.451940106423375
California,Hydro,52.2,218.582,0.478013086303119
California,Hydro,8.4,2.81057142857143,0.038195415152362
California,Hydro,8.5,40.4748571428571,0.543578527301331
California,Hydro,13.6,68.031,0.571036462530218
California,Hydro,16.4,58.4552857142857,0.406888891540579
California,Hydro,12.8,25.4505714285714,0.226977841650359
California,Hydro,20,77.4212857142857,0.441902315720809
California,Hydro,27,98.7904285714286,0.417683191998261
California,Hydro,2.1,7.85057142857143,0.426754263349175
California,Hydro,18,93.2714285714286,0.591523519605711
California,Hydro,4,12.5364285714286,0.357774787997391
California,Gas,1115,1033.62485714286,0.105823950810129
California,Hydro,8.5,5.53528571428571,0.074339050688769
California,Hydro,88.4,269.405714285714,0.347896798339989
California,Hydro,66.6,259.531285714286,0.444847734231296
California,Hydro,174.5,616.802142857143,0.403502598982836
California,Hydro,100,319.229714285714,0.364417482061318
California,Hydro,75,197.250571428571,0.300229180256578
California,Hydro,110,293.559428571429,0.304648639032201
California,Hydro,7.3,26.0277142857143,0.407013734373464
California,Hydro,8.4,25.1584285714286,0.341900801416457
California,Hydro,8.2,32.1011428571429,0.446891954242439
California,Hydro,4.5,12.0167142857143,0.304838008262666
California,Hydro,1.6,8.22928571428571,0.587135110893672
California,Hydro,12,0.819,0.007791095890411
California,Hydro,3,2.64285714285714,0.100565340291368
California,Gas,218,560.392571428571,0.293448416189399
California,Hydro,1.8,6.40214285714286,0.406021236500689
California,Hydro,2.3,5.16528571428571,0.256367168666156
